Word,Length,Freq_HAL,Log_Freq_HAL
amateurish,10,206,5.328
amateurishness,14,5,1.609
amateurs,8,1918,7.559
amatory,7,2,0.693
amaze,5,803,6.688
amazed,6,5473,8.608
amazement,9,1163,7.059
amazing,7,25096,10.13
amazingly,9,2716,7.907
Amazon,6,1480,7.3
Amazonian,9,86,4.454
Amazons,7,402,5.996
ambassador,10,5102,8.537
ambassadors,11,953,6.86
ambassador's,12,159,5.069
amber,5,2653,7.883
ambiance,8,216,5.375
ambidextrous,12,168,5.124
ambience,8,408,6.011
ambient,7,2798,7.937
ambiguities,11,349,5.855
ambiguity,9,1279,7.154
ambiguous,9,2537,7.839
ambition,8,1258,7.137
ambitions,9,832,6.724
ambitious,9,1803,7.497
ambitiously,11,9,2.197
ambivalence,11,185,5.22
ambivalent,10,278,5.628
amble,5,52,3.951
ambled,6,51,3.932
ambling,7,39,3.664
Ambrose,7,1410,7.251
ambrosia,8,486,6.186
ambrosial,9,7,1.946
ambulance,9,1400,7.244
ambulances,10,189,5.242
ambulatory,10,128,4.852
ambuscade,9,3,1.099
ambush,6,1823,7.508
ambushed,8,317,5.759
ambushes,8,100,4.605
Amelia's,8,11,2.398
ameliorate,10,165,5.106
Amen,4,2688,7.897
amenable,8,501,6.217
amend,5,2300,7.741
amendable,9,28,3.332
amended,7,3589,8.186
amending,8,375,5.927
amendment,9,28203,10.247
amendments,10,3038,8.019
amendment's,11,239,5.476
amenity,7,34,3.526
America,7,78729,11.274
American,8,119723,11.693
Americana,9,640,6.461
Americanize,11,20,2.996
Americans,9,30950,10.34
American's,10,412,6.021
Americas,8,2905,7.974
America's,9,5934,8.688
amethyst,8,549,6.308
amiable,7,302,5.71
amicable,8,175,5.165
amicably,8,89,4.489
amid,4,963,6.87
amide,5,48,3.871
amidst,6,693,6.541
amigo,5,1201,7.091
amino,5,1624,7.393
amiss,5,385,5.953
amity,5,121,4.796
ammo,4,5933,8.688
ammonia,7,1228,7.113
ammonium,8,511,6.236
ammunition,10,3018,8.012
amnesia,7,2567,7.85
amnesty,7,3521,8.167
amoeba,6,479,6.172
amok,4,547,6.304
among,5,60232,11.006
amongst,7,7083,8.865
amoral,6,330,5.799
amorality,9,60,4.094
amorist,7,0,0
amorous,7,277,5.624
amorphous,9,454,6.118
amorphously,11,3,1.099
amortization,12,138,4.927
amortize,8,45,3.807
amory,5,156,5.05
amount,6,61858,11.033
amounted,8,689,6.535
amounting,9,246,5.505
amounts,7,13100,9.48
amour,5,151,5.017
amp,3,8909,9.095
ampere,6,58,4.06
ampersand,9,230,5.438
amphetamine,11,321,5.771
amphetamines,12,233,5.451
amphibian,9,344,5.841
amphibious,10,343,5.838
amphitheater,12,187,5.231
ample,5,2593,7.861
amplification,13,758,6.631
amplified,9,1243,7.125
amplifier,9,2898,7.972
amplifiers,10,1395,7.241
amplify,7,529,6.271
amplifying,10,142,4.956
amplitude,9,1226,7.112
amply,5,395,5.979
amputate,8,121,4.796
amputated,9,273,5.609
amputation,10,200,5.298
amputee,7,196,5.278
Amsterdam,9,5332,8.581
amuck,5,148,4.997
amulet,6,5056,8.528
amulets,7,133,4.89
amuse,5,644,6.468
amused,6,2272,7.728
amusedly,8,25,3.219
amusement,9,2171,7.683
amusements,10,154,5.037
amusing,7,5616,8.633
amusingly,9,130,4.868
Amy,3,8061,8.995
an,2,1578013,14.272
anachronism,11,388,5.961
anachronisms,12,91,4.511
anachronistically,17,8,2.079
anaconda,8,164,5.1
anacondas,9,15,2.708
anaconda's,10,0,0
anaerobic,9,613,6.418
anaesthetic,11,179,5.187
anaesthetize,12,1,0
anagram,7,717,6.575
anal,4,4820,8.481
analeptic,9,0,0
analogies,9,826,6.717
analogous,9,1989,7.595
analogy,7,6964,8.849
analysed,8,355,5.872
analyses,8,2863,7.96
analysis,8,47575,10.77
analyst,7,16990,9.74
analysts,8,7803,8.962
analyst's,9,44,3.784
analytic,8,1135,7.034
analytical,10,4388,8.387
analytically,12,141,4.949
analyzable,10,13,2.565
analyze,7,5402,8.595
analyzed,8,2191,7.692
analyzer,8,1606,7.382
analyzes,8,621,6.431
analyzing,9,2450,7.804
anarchic,8,251,5.525
anarchical,10,10,2.303
anarchism,9,464,6.14
anarchist,9,1747,7.466
anarchy,7,3489,8.157
anatomic,8,75,4.317
anatomical,10,446,6.1
anatomically,12,197,5.283
anatomy,7,2322,7.75
ancestor,8,1996,7.599
ancestors,9,5400,8.594
ancestral,9,4085,8.315
ancestry,8,1972,7.587
anchor,6,2766,7.925
Anchorage,9,1671,7.421
anchored,8,610,6.413
anchoring,9,162,5.088
anchorman,9,42,3.738
anchors,7,616,6.423
anchovy,7,73,4.29
ancient,7,18204,9.809
anciently,9,14,2.639
ancients,8,2495,7.822
ancillary,9,583,6.368
and,3,10715411,16.187
andante,7,50,3.912
Andean,6,246,5.505
Andersen,8,2144,7.67
Andover,7,615,6.422
Andre,5,5275,8.571
Andrea,6,5085,8.534
Andrew,6,39188,10.576
androgynous,11,297,5.694
Andy,4,20181,9.912
Andy's,6,414,6.026
anecdotal,9,1774,7.481
anecdote,8,850,6.745
anecdotes,9,1260,7.139
anemia,6,880,6.78
anemic,6,303,5.714
anemone,7,122,4.804
anesthetic,10,459,6.129
anesthetically,14,0,0
anesthetics,11,168,5.124
anesthetized,12,68,4.22
anew,4,657,6.488
angel,5,18184,9.808
angelic,7,2815,7.943
Angelica,8,281,5.638
Angelina,8,128,4.852
Angelo,6,1061,6.967
Angelo's,8,14,2.639
angels,6,7176,8.878
angel's,7,246,5.505
anger,5,8608,9.06
angered,7,672,6.51
Angie,5,1050,6.957
angle,5,10577,9.266
angler,6,246,5.505
angles,6,3573,8.181
Anglican,8,481,6.176
Anglicanism,11,17,2.833
Anglicans,9,113,4.727
Anglicism,9,1,0
Anglicize,9,10,2.303
angling,7,309,5.733
Anglophile,10,92,4.522
Anglophilia,11,8,2.079
Anglophobe,10,13,2.565
Anglophobia,11,6,1.792
Angola,6,598,6.394
Angora,6,91,4.511
angriest,8,42,3.738
angrily,7,680,6.522
angry,5,13441,9.506
angst,5,2000,7.601
anguish,7,975,6.882
anguished,9,146,4.984
angular,7,1434,7.268
anhydrous,9,93,4.533
anhydrously,11,0,0
animal,6,24745,10.116
animalism,9,185,5.22
animals,7,25826,10.159
animal's,8,408,6.011
animate,7,9291,9.137
animated,8,4987,8.515
animation,9,14638,9.591
animism,7,34,3.526
animosity,9,657,6.488
anion,5,69,4.234
anionic,7,6,1.792
aniseed,7,12,2.485
Anita,5,1615,7.387
ankle,5,2699,7.901
ankles,6,2759,7.923
anklet,6,29,3.367
Ann,3,13837,9.535
Anna,4,4330,8.373
annals,6,621,6.431
Annapolis,9,1080,6.985
Anne,4,10129,9.223
Anne's,6,478,6.17
annex,5,1296,7.167
annexation,10,429,6.061
Annie,5,2427,7.794
annihilate,10,300,5.704
annihilation,12,784,6.664
anniversaries,13,319,5.765
anniversary,11,6164,8.726
annotate,8,184,5.215
annotation,10,494,6.203
announce,8,10018,9.212
announced,9,21360,9.969
announcement,12,12319,9.419
announcements,13,10386,9.248
announcer,9,1146,7.044
announcers,10,549,6.308
announcer's,11,55,4.007
announces,9,3448,8.146
announcing,10,3628,8.196
annoy,5,3874,8.262
annoyance,9,1402,7.246
annoyances,10,249,5.517
annoyed,7,3693,8.214
annoying,8,13329,9.498
annoys,6,1462,7.288
Ann's,5,418,6.035
annual,6,23577,10.068
annually,8,2741,7.916
annuity,7,328,5.793
annul,5,91,4.511
annulment,9,102,4.625
annum,5,411,6.019
annunciated,11,2,0.693
annunciation,12,55,4.007
anode,5,241,5.485
anodes,6,32,3.466
anoint,6,61,4.111
anointment,10,3,1.099
anomalies,9,1051,6.957
anomalous,9,689,6.535
anomaly,7,2010,7.606
anomic,6,2,0.693
anomie,6,35,3.555
anon,4,18879,9.846
anonymity,9,2086,7.643
anonymous,9,60353,11.008
anorexia,8,351,5.861
another,7,286263,12.565
another's,9,1466,7.29
answer,6,109246,11.601
answerable,10,238,5.472
answered,8,17937,9.795
answering,9,9440,9.153
answers,7,39376,10.581
ant,3,2773,7.928
antacid,7,34,3.526
antagonism,10,314,5.749
antagonisms,11,36,3.584
antagonist,10,357,5.878
antagonistic,12,445,6.098
antagonists,11,350,5.858
antagonize,10,190,5.247
Antarctic,9,1537,7.338
Antarctica,10,844,6.738
ante,4,2748,7.919
anteater,8,71,4.263
antecede,8,2,0.693
antecedent,10,256,5.545
antecedents,11,215,5.371
antechamber,11,20,2.996
antedate,8,6,1.792
antelope,8,511,6.236
antenna,7,6646,8.802
antennae,8,417,6.033
antennas,8,1768,7.478
anterior,8,839,6.732
anteriors,9,8,2.079
anteroom,8,33,3.497
anthem,6,1330,7.193
anthems,7,156,5.05
anthill,7,57,4.043
anthologize,11,4,1.386
anthology,9,2098,7.649
Anthony,7,13191,9.487
Anthony's,9,260,5.561
anthrax,7,469,6.151
anthropocentric,15,41,3.714
anthropoid,10,21,3.045
anthropological,15,783,6.663
anthropologist,14,724,6.585
anthropologists,15,463,6.138
anthropology,12,2428,7.795
anthropomorphic,15,309,5.733
anthropomorphism,16,60,4.094
antiaircraft,12,67,4.205
antibiotic,10,722,6.582
antibiotics,11,1621,7.391
antibodies,10,1330,7.193
antibody,8,1101,7.004
antic,5,156,5.05
anticipate,10,2091,7.645
anticipated,11,3851,8.256
anticipates,11,191,5.252
anticipating,12,978,6.886
anticipation,12,2742,7.916
anticipations,13,22,3.091
anticipatory,12,49,3.892
anticlerical,12,6,1.792
anticlimax,10,25,3.219
anticoagulation,15,5,1.609
antics,6,990,6.898
antidote,8,404,6.001
Antietam,8,132,4.883
antifreeze,10,244,5.497
antifundamentalist,18,0,0
Antigua,7,427,6.057
antihero,8,29,3.367
antihistamine,13,156,5.05
antimatter,10,707,6.561
antipathy,9,166,5.112
antipersonnel,13,31,3.434
antiquary,9,2,0.693
antiquate,9,1,0
antiquated,10,449,6.107
antique,7,3346,8.116
antiques,8,1089,6.993
antiquities,11,5607,8.632
antiquity,9,966,6.873
antiseptic,10,208,5.338
antiserum,9,8,2.079
antislavery,11,8,2.079
antisocial,10,528,6.269
antisubmarine,13,15,2.708
antitank,8,55,4.007
antithesis,10,392,5.971
antithyroid,11,2,0.693
antitoxin,9,36,3.584
antitrust,9,579,6.361
antler,6,85,4.443
Antoine,7,1009,6.917
Antoine's,9,15,2.708
Antoinette,10,396,5.981
Antonio,7,7646,8.942
antonym,7,73,4.29
ants,4,4321,8.371
anus,4,2067,7.634
anvil,5,894,6.796
anxieties,9,319,5.765
anxiety,7,2664,7.888
anxious,7,2734,7.914
anxiously,9,751,6.621
any,3,1138564,13.945
anybody,7,69155,11.144
anybody's,9,1024,6.931
anyhow,6,5535,8.619
anymore,7,26212,10.174
anyone,6,398422,12.895
anyone's,8,4297,8.366
anyplace,8,652,6.48
anything,8,214704,12.277
anyway,6,96987,11.482
anyways,7,8332,9.028
anywhere,8,34991,10.463
aorta,5,3177,8.064
Apache,6,1360,7.215
Apaches,7,97,4.575
apart,5,22038,10.001
apartheid,9,631,6.447
apartment,9,8965,9.101
apartments,10,1368,7.221
apathetic,9,466,6.144
apathy,6,1017,6.925
ape,3,3850,8.256
aperitif,8,13,2.565
aperture,8,1826,7.51
apex,4,1099,7.002
aphasia,7,56,4.025
aphid,5,57,4.043
aphorism,8,108,4.682
aphrodisiac,11,350,5.858
Aphrodite,9,213,5.361
apiary,6,22,3.091
apiculture,10,17,2.833
apiece,6,1034,6.941
apocalypse,10,2208,7.7
apocalyptic,11,494,6.203
apogee,6,2070,7.635
Apollo,6,3978,8.289
Apollonian,10,8,2.079
Apollo's,8,199,5.293
apologetic,10,339,5.826
apologetically,14,69,4.234
apologies,9,7763,8.957
apologist,9,535,6.282
apologize,9,10435,9.253
apologized,10,1343,7.203
apology,7,4124,8.325
apoplexy,8,42,3.738
apostle,7,1235,7.119
apostles,8,1446,7.277
Apostolic,9,426,6.054
apostrophe,10,456,6.122
apothecary,10,35,3.555
appal,5,9,2.197
Appalachian,11,899,6.801
Appalachians,12,96,4.564
appalled,8,980,6.888
appalling,9,1032,6.939
appallingly,11,102,4.625
apparatus,9,2531,7.836
apparel,7,578,6.36
appareled,9,0,0
apparency,9,38,3.638
apparent,8,10467,9.256
apparently,10,41745,10.639
apparition,10,300,5.704
appeal,6,11721,9.369
appealed,8,1357,7.213
appealing,9,3086,8.035
appeals,7,4721,8.46
appear,6,46487,10.747
appearance,10,12998,9.473
appearances,11,3373,8.124
appeared,8,21332,9.968
appearing,9,5677,8.644
appears,7,41932,10.644
appease,7,785,6.666
appeased,8,79,4.369
appeasement,11,206,5.328
appeasing,9,78,4.357
appellant,9,191,5.252
appellate,9,571,6.347
append,6,2586,7.858
appendage,9,220,5.394
appendages,10,194,5.268
appendectomy,12,48,3.871
appended,8,1915,7.557
appendicitis,12,72,4.277
appendix,8,6192,8.731
appendixes,10,48,3.871
appetite,8,1813,7.503
appetites,9,269,5.595
appetizer,9,184,5.215
appetizing,10,66,4.19
applaud,7,1303,7.172
applauded,9,477,6.168
applauding,10,168,5.124
applause,8,3313,8.106
apple,5,65844,11.095
apples,6,3982,8.29
appliance,9,816,6.704
appliances,10,1171,7.066
applicable,10,7829,8.966
applicant,9,3858,8.258
applicants,10,8970,9.102
application,11,87255,11.377
applications,12,86618,11.369
applicator,10,90,4.5
applied,7,23252,10.054
applies,7,13235,9.491
apply,5,45131,10.717
applying,8,8147,9.005
appoint,7,1079,6.984
appointed,9,4848,8.486
appointee,9,230,5.438
appointees,10,362,5.892
appointing,10,287,5.659
appointment,11,4706,8.457
appointments,12,1578,7.364
appoints,8,156,5.05
apportion,9,63,4.143
apportioned,11,125,4.828
apportionment,13,83,4.419
apportionments,14,1,0
appraisal,9,772,6.649
appraisals,10,248,5.513
appraise,8,144,4.97
appraised,9,281,5.638
appraisers,10,98,4.585
appraising,10,88,4.477
appraisingly,12,20,2.996
appreciable,11,531,6.275
appreciably,11,299,5.7
appreciate,10,49973,10.819
appreciated,11,60385,11.008
appreciates,11,668,6.504
appreciating,12,437,6.08
appreciation,12,4328,8.373
appreciations,13,33,3.497
appreciative,12,1509,7.319
appreciatively,14,86,4.454
apprehend,9,252,5.529
apprehended,11,282,5.642
apprehension,12,550,6.31
apprehensions,13,96,4.564
apprehensive,12,390,5.966
apprehensively,14,26,3.258
apprentice,10,2579,7.855
apprenticed,11,78,4.357
apprentices,11,238,5.472
apprenticeship,14,304,5.717
apprise,7,53,3.97
approach,8,34189,10.44
approachable,12,167,5.118
approached,10,4691,8.453
approaches,10,7852,8.969
approaching,11,4386,8.386
approbate,9,0,0
approbation,11,74,4.304
appropriate,11,52628,10.871
appropriated,12,532,6.277
appropriately,13,3115,8.044
appropriateness,15,654,6.483
appropriates,12,42,3.738
appropriating,13,130,4.868
appropriation,13,507,6.229
appropriations,14,1034,6.941
approval,8,10239,9.234
approve,7,4965,8.51
approved,8,12049,9.397
approves,8,641,6.463
approving,9,507,6.229
approvingly,11,102,4.625
approximate,11,3680,8.211
approximated,12,569,6.344
approximately,13,16142,9.689
approximation,13,2162,7.679
approximations,14,525,6.263
apricot,7,286,5.656
April,5,36958,10.518
apron,5,540,6.292
aprons,6,76,4.331
apropos,7,442,6.091
apse,4,13,2.565
apt,3,3778,8.237
aptitude,8,624,6.436
aptitudes,9,107,4.673
aptly,5,893,6.795
aptness,7,13,2.565
aqualung,8,66,4.19
aquamarine,10,84,4.431
aquanaut,8,51,3.932
aquaplane,9,0,0
aquarium,8,2949,7.989
Aquarius,8,934,6.839
aquatic,7,1372,7.224
aqueduct,8,60,4.094
aqueducts,9,17,2.833
aqueous,7,389,5.964
Aquinas,7,359,5.883
aquisition,10,305,5.72
Arab,4,7193,8.881
arabesque,9,68,4.22
Arabia,6,2526,7.834
Arabian,7,8409,9.037
Arabians,8,1086,6.99
Arabic,6,4165,8.334
Arabs,5,3587,8.185
arachnid,8,159,5.069
arbiter,7,519,6.252
arbitrarily,11,1678,7.425
arbitrary,9,7685,8.947
arbitrate,9,121,4.796
arbitrated,10,40,3.689
arbitration,11,1620,7.39
arbitrator,10,234,5.455
arbor,5,3762,8.233
arboreal,8,64,4.159
arboretum,9,544,6.299
arc,3,7835,8.966
arcade,6,7861,8.97
arcades,7,2565,7.85
Arcadia,7,798,6.682
arcane,6,1354,7.211
arch,4,3721,8.222
archaeological,14,1018,6.926
archaeologist,13,2132,7.665
archaeologists,14,481,6.176
archaeology,11,1462,7.288
archaic,7,1664,7.417
archaism,8,21,3.045
archangel,9,623,6.435
archangels,10,101,4.615
archbishop,10,569,6.344
archdeacon,10,26,3.258
archdiocese,11,87,4.466
archduke,8,106,4.663
arched,6,1088,6.992
archenemy,9,25,3.219
archeological,13,510,6.234
archer,6,4894,8.496
archery,7,974,6.881
arches,6,537,6.286
archetype,9,326,5.787
Archimedes,10,1487,7.305
arching,7,269,5.595
archipelago,11,205,5.323
architect,9,3893,8.267
architectonic,13,6,1.792
architects,10,1790,7.49
architect's,11,74,4.304
architectural,13,2611,7.867
architecturally,15,85,4.443
architecture,12,18428,9.822
architectures,13,3801,8.243
archives,8,23186,10.051
archtype,8,27,3.296
archway,7,90,4.5
arclike,7,1,0
arcs,4,734,6.599
Arctic,6,1724,7.452
ardent,6,491,6.196
ardor,5,120,4.787
arduous,7,300,5.704
are,3,2984459,14.909
area,4,160430,11.986
areas,5,59101,10.987
area's,6,549,6.308
arena,5,10812,9.288
arenas,6,1077,6.982
aren't,6,64417,11.073
Ares,4,502,6.219
Argentina,9,4841,8.485
Argentine,9,532,6.277
Argentinian,11,193,5.263
argon,5,315,5.753
Argonaut,8,156,5.05
Argonauts,9,133,4.89
arguable,8,504,6.223
argue,5,20857,9.945
argued,6,5832,8.671
argues,6,2104,7.652
arguing,7,9530,9.162
argument,8,49353,10.807
argumentation,13,549,6.308
argumentative,13,305,5.72
arguments,9,22915,10.04
aria,4,1039,6.946
Ariadne,7,206,5.328
Arianism,8,36,3.584
Arianist,8,0,0
Arianists,9,4,1.386
arid,4,332,5.805
Aries,5,1107,7.009
arigato,7,64,4.159
arise,5,5031,8.523
arisen,6,880,6.78
arises,6,2908,7.975
arising,7,1846,7.521
aristocracy,11,393,5.974
aristocrat,10,122,4.804
aristocratic,12,299,5.7
aristocratically,16,0,0
aristocrats,11,164,5.1
Aristotelian,12,87,4.466
Aristotle,9,944,6.85
Aristotle's,11,148,4.997
arithmetic,10,3290,8.099
arithmetical,12,71,4.263
arithmetized,12,1,0
Arizona,7,11955,9.389
ark,3,2890,7.969
Arkansas,8,5485,8.61
Arlene,6,690,6.537
Arlene's,8,37,3.611
Arlington,9,3937,8.278
arm,3,20427,9.925
armada,6,1147,7.045
armada's,8,4,1.386
armadillo,9,290,5.67
Armageddon,10,6817,8.827
armament,8,462,6.136
armaments,9,358,5.881
armature,8,237,5.468
armband,7,111,4.71
armchair,8,611,6.415
armchairs,9,39,3.664
armed,5,12786,9.456
Armenian,8,4110,8.321
armful,6,22,3.091
armhole,7,27,3.296
armies,6,3352,8.117
armistice,9,192,5.257
armload,7,28,3.332
armoire,7,47,3.85
armor,5,13211,9.489
armored,7,1471,7.294
armory,6,1170,7.065
armory's,8,4,1.386
armpit,6,526,6.265
armpits,7,443,6.094
arms,4,32708,10.395
arm's,5,333,5.808
Armstrong,9,3507,8.163
army,4,34024,10.435
army's,6,835,6.727
Arnold,6,5780,8.662
Arnold's,8,202,5.308
aroma,5,801,6.686
aromas,6,60,4.094
aromatic,8,346,5.846
arose,5,1896,7.548
around,6,268131,12.499
arousal,7,1000,6.908
arouse,6,475,6.163
aroused,7,1848,7.522
arouses,7,90,4.5
arousing,8,432,6.068
arpeggio,8,115,4.745
arraign,7,21,3.045
arraigned,9,181,5.198
arraigning,10,3,1.099
arraignment,11,189,5.242
arrange,7,6050,8.708
arranged,8,7249,8.889
arrangement,11,6832,8.829
arrangements,12,7502,8.923
arranges,8,365,5.9
arranging,9,1165,7.06
arrant,6,47,3.85
array,5,13542,9.514
arrears,7,204,5.318
arrest,6,6567,8.79
arrested,8,8567,9.056
arresting,9,596,6.39
arrests,7,1586,7.369
arrival,7,6175,8.728
arrivals,8,545,6.301
arrive,6,9548,9.164
arrived,7,13606,9.518
arrives,7,4206,8.344
arriving,8,3162,8.059
arrogance,9,2453,7.805
arrogant,8,3936,8.278
arrogantly,10,177,5.176
arrow,5,7324,8.899
arrowed,7,27,3.296
arrowhead,9,279,5.631
arrowheads,10,89,4.489
arrowroot,9,57,4.043
arrows,6,2850,7.955
arroyo,6,167,5.118
arsenal,7,1849,7.522
arsenic,7,453,6.116
arson,5,752,6.623
art,3,62513,11.043
Artemis,7,730,6.593
arterial,8,175,5.165
arteries,8,454,6.118
arteriolosclerosis,18,0,0
arteriosclerosis,16,39,3.664
artery,6,448,6.105
artery's,8,1,0
artful,6,247,5.509
artfully,8,154,5.037
artfulness,10,3,1.099
arthritic,9,209,5.342
arthritis,9,1665,7.418
Arthur,6,11953,9.389
Arthur's,8,399,5.989
artichoke,9,181,5.198
article,7,861595,13.667
articles,8,64285,11.071
articulate,10,1695,7.435
articulated,11,665,6.5
articulation,12,421,6.043
articulations,13,20,2.996
artifact,8,43646,10.684
artifacts,9,8408,9.037
artificial,10,10241,9.234
artificially,12,1171,7.066
artillerist,11,1,0
artillery,9,5024,8.522
artisan,7,211,5.352
artisans,8,1696,7.436
artist,6,17005,9.741
artiste,7,120,4.787
artistic,8,4327,8.373
artistically,12,309,5.733
artistry,8,491,6.196
artists,7,16884,9.734
artist's,8,1012,6.92
artless,7,27,3.296
arts,4,22653,10.028
art's,5,218,5.384
arty,4,453,6.116
Aryan,5,2179,7.687
as,2,2642511,14.787
asbestos,8,865,6.763
ascend,6,1128,7.028
ascendancy,10,224,5.412
ascended,8,470,6.153
ascendent,9,41,3.714
ascending,9,613,6.418
ascension,9,802,6.687
ascent,6,943,6.849
ascertain,9,820,6.709
ascertainable,13,17,2.833
ascertained,11,400,5.991
ascetic,7,146,4.984
asceticism,10,55,4.007
ascribe,7,911,6.815
ascribed,8,427,6.057
ascribes,8,87,4.466
ascription,10,18,2.89
aseptic,7,40,3.689
asexual,7,267,5.587
ash,3,3594,8.187
ashamed,7,3799,8.242
ashbin,6,1,0
ashcan,6,304,5.717
ashen,5,718,6.576
ashes,5,4878,8.492
Ashley,6,2857,7.958
ashore,6,395,5.979
ashtray,7,254,5.537
ashtrays,8,106,4.663
ashy,4,17,2.833
Asia,4,13885,9.539
Asian,5,16780,9.728
Asians,6,3736,8.226
Asiatic,7,193,5.263
aside,5,17413,9.765
Asimov's,8,625,6.438
asinine,7,452,6.114
ask,3,138493,11.839
askance,7,67,4.205
asked,5,102158,11.534
askew,5,793,6.676
asking,6,55492,10.924
asks,4,16409,9.706
aslant,6,9,2.197
asleep,6,5410,8.596
asocial,7,31,3.434
asp,3,3660,8.205
asparagus,9,285,5.652
aspect,6,15514,9.649
aspects,7,22609,10.026
aspen,5,880,6.78
asphalt,7,1271,7.148
asphyxiate,10,44,3.784
asphyxiation,12,190,5.247
aspirate,8,43,3.761
aspiration,10,358,5.881
aspirations,11,1198,7.088
aspire,6,676,6.516
aspired,7,111,4.71
aspires,7,131,4.875
aspirin,7,1239,7.122
aspiring,8,897,6.799
ass,3,29848,10.304
assail,6,84,4.431
assailant,9,351,5.861
assailants,10,230,5.438
assailed,8,89,4.489
assailing,9,28,3.332
assassin,8,7479,8.92
assassinate,11,450,6.109
assassinated,12,822,6.712
assassination,13,4132,8.327
assassins,9,1132,7.032
assault,7,10485,9.258
assaulted,9,920,6.824
assaulting,10,293,5.68
assaults,8,1070,6.975
assay,5,620,6.43
assayed,7,49,3.892
assaying,8,24,3.178
assemblage,10,195,5.273
assemblages,11,34,3.526
assemble,8,2537,7.839
assembled,9,3144,8.053
assemblies,10,943,6.849
assembling,10,855,6.751
assembly,8,17309,9.759
assemblyman,11,143,4.963
assent,6,478,6.17
assented,8,39,3.664
assert,6,3583,8.184
asserted,8,1862,7.529
asserting,9,1442,7.274
assertion,9,6547,8.787
assertions,10,3006,8.008
assertive,9,592,6.384
assertiveness,13,89,4.489
asserts,7,993,6.901
asses,5,2105,7.652
assess,6,2454,7.805
assessed,8,1463,7.288
assessing,9,1147,7.045
assessment,10,6198,8.732
assessments,11,878,6.778
assessor,8,74,4.304
assessors,9,56,4.025
assessor's,10,7,1.946
asset,5,4255,8.356
assets,6,7290,8.894
asshole,7,8181,9.01
assiduous,9,25,3.219
assign,6,6449,8.772
assignation,11,19,2.944
assigned,8,10862,9.293
assignee,8,389,5.964
assigning,9,1548,7.345
assignment,10,8029,8.991
assignments,11,5070,8.531
assigns,7,835,6.727
assimilate,10,830,6.721
